crop,plant_id,plant_type,plant_name,plant_common_name,plant_taxon_level,plant_family,plant_genus,plant_species
species:itea-virginica,species:itea-virginica,non-crop,Itea virginica,"Virginia Sweetspire, Virginia Willow, Tassel-white",Species,Saxifragaceae,Itea,Itea virginica
species:jamesia-americana,species:jamesia-americana,non-crop,Jamesia americana,"Cliffbush, Waxflower",Species,Hydrangeaceae,Jamesia,Jamesia americana
species:jasmine-officinale,species:jasmine-officinale,non-crop,Jasmine officinale,Common Jasmine,Species,Oleaceae,Jasmine,Jasmine officinale
species:jasminum-nudiflorum,species:jasminum-nudiflorum,non-crop,Jasminum nudiflorum,Winter Jasmine,Species,Oleaceae,Jasminum,Jasminum nudiflorum
species:jeffersonia-diphylla,species:jeffersonia-diphylla,non-crop,Jeffersonia diphylla,"Twinleaf, Helmet Pod, Ground Squirrel Pea",Species,Berberidaceae,Jeffersonia,Jeffersonia diphylla
species:kalmia-buxifolia,species:kalmia-buxifolia,non-crop,Kalmia buxifolia,"Mountain Myrtle, Sand Myrtle",Species,Ericaceae,Kalmia,Kalmia buxifolia
species:kalmia-latifolia,species:kalmia-latifolia,non-crop,Kalmia latifolia,Mountain Laurel,Species,Ericaceae,Kalmia,Kalmia latifolia
species:knautia-macedonica,species:knautia-macedonica,non-crop,Knautia macedonica,Macedonian Scabious,Species,Caprifoliaceae,Knautia,Knautia macedonica
species:krigia-biflora,species:krigia-biflora,non-crop,Krigia biflora,"Two-flower Cynthia, Twoflower Dwarfdandelion, Orange Dwarf-dandelion",Species,Asteraceae,Krigia,Krigia biflora
species:krigia-dandelion,species:krigia-dandelion,non-crop,Krigia dandelion,"Potato Dandelion, Potato Dwarfdandelion, Colonial Dwarf-dandelion",Species,Asteraceae,Krigia,Krigia dandelion
species:lactuca-canadensis,species:lactuca-canadensis,non-crop,Lactuca canadensis,"Wild Lettuce, Canada Lettuce",Species,Asteraceae,Lactuca,Lactuca canadensis
species:lactuca-floridana,species:lactuca-floridana,non-crop,Lactuca floridana,"Woodland Lettuce, Florida Blue Lettuce, False Lettuce",Species,Asteraceae,Lactuca,Lactuca floridana
species:lactuca-serriola,species:lactuca-serriola,non-crop,Lactuca serriola,"Prickly Lettuce, China Lettuce",Species,Asteraceae,Lactuca,Lactuca serriola
species:lamium-amplexicaule,species:lamium-amplexicaule,non-crop,Lamium amplexicaule,"Henbit, Henbit Deadnettle",Species,Lamiaceae,Lamium,Lamium amplexicaule
species:lamium-galeobdolon,species:lamium-galeobdolon,non-crop,Lamium galeobdolon,"Yellow Archangel, Artillery Plant, Aluminium Plant, Yellow Weasel-Snout",Species,Lamiaceae,Lamium,Lamium galeobdolon
species:lamium-purpureum,species:lamium-purpureum,non-crop,Lamium purpureum,"Purple Deadnettle, Red Deadnettle, Purple Archangel",Species,Lamiaceae,Lamium,Lamium purpureum
species:lamprocapnos-spectabilis,species:lamprocapnos-spectabilis,non-crop,Lamprocapnos spectabilis,Bleeding Heart,Species,Papaveraceae,Lamprocapnos,Lamprocapnos spectabilis
species:lathyrus-latifolius,species:lathyrus-latifolius,non-crop,Lathyrus latifolius,"Perennial Pea, Sweet Pea, Everlasting Pea",Species,Fabaceae,Lathyrus,Lathyrus latifolius
species:lathyrus-odorata,species:lathyrus-odorata,non-crop,Lathyrus odorata,Sweet Pea,Species,Fabaceae,Lathyrus,Lathyrus odorata
species:leavenworthia-exigua,species:leavenworthia-exigua,non-crop,Leavenworthia exigua,"Tennessee Gladecress, Least Glade-cress, Pasture Gladecress, Kentucky Gladecress",Species,Brassicaceae,Leavenworthia,Leavenworthia exigua
species:leavenworthia-stylosa,species:leavenworthia-stylosa,non-crop,Leavenworthia stylosa,"Long-styled Gladecress, Nashville Mustard, Cedar Gladecress",Species,Brassicaceae,Leavenworthia,Leavenworthia stylosa
species:lespedeza-cuneata,species:lespedeza-cuneata,non-crop,Lespedeza cuneata,Sericea Lespedeza,Species,Fabaceae,Lespedeza,Lespedeza cuneata
species:leucanthemum-vulgare,species:leucanthemum-vulgare,non-crop,Leucanthemum vulgare,"Ox-Eye Daisy, Dog Daisy, Marguerite",Species,Asteraceae,Leucanthemum,Leucanthemum vulgare
species:leucanthemum-x-superbum,species:leucanthemum-x-superbum,non-crop,Leucanthemum x superbum,Shasta Daisy,Species,Asteraceae,Leucanthemum,Leucanthemum x superbum
species:leucothoe-fontanesiana,species:leucothoe-fontanesiana,non-crop,Leucothoe fontanesiana,"Highland Dog Hobble, Drooping Leucothoe, Fetterbush, Doghobble",Species,Ericaceae,Leucothoe,Leucothoe fontanesiana
species:liatris-spicata,species:liatris-spicata,non-crop,Liatris spicata,"Blazing Star, Dense Blazing Star, Marsh Gayfeather, Spike Gayfeather",Species,Asteraceae,Liatris,Liatris spicata
species:lilium-orientalis,species:lilium-orientalis,non-crop,Lilium orientalis,"Oriental Lily, Stargazer Lily",Species,Liliaceae,Lilium,Lilium orientalis
species:lilium-philadelphicum,species:lilium-philadelphicum,non-crop,Lilium philadelphicum,"Wood Lily, Mountain Lily",Species,Liliaceae,Lilium,Lilium philadelphicum
species:lilium-superbum,species:lilium-superbum,non-crop,Lilium superbum,"Turk's Cap Lily, Turban Lily, Lily Royal, Swamp Lily, American Tiger Lily",Species,Liliaceae,Lilium,Lilium superbum
species:lilium-tigrinum,species:lilium-tigrinum,non-crop,Lilium tigrinum,Tiger Lily,Species,Liliaceae,Lilium,Lilium tigrinum
species:linaria-dalmatica,species:linaria-dalmatica,non-crop,Linaria dalmatica,"Dalmation Toadflax, Broadleaf Toadflax",Species,Plantaginaceae,Linaria,Linaria dalmatica
species:linaria-vulgaris,species:linaria-vulgaris,non-crop,Linaria vulgaris,"Butter-and-eggs, Common Toadflax, Yellow Toadflax, Wild Snapdragon",Species,Plantaginaceae,Linaria,Linaria vulgaris
species:lindera-benzoin,species:lindera-benzoin,non-crop,Lindera benzoin,"Northern Spicebush, Wild Allspice, Common Spicebush",Species,Lauraceae,Lindera,Lindera benzoin
species:linnaea-amabilis,species:linnaea-amabilis,non-crop,Linnaea amabilis,Beauty Bush,Species,Caprifoliaceae,Linnaea,Linnaea amabilis
species:linum-lewisii,species:linum-lewisii,non-crop,Linum lewisii,"Wild Blue Flax, Lewis Flax, Prairie Flax",Species,Linaceae,Linum,Linum lewisii
species:linum-usitatissimum,species:linum-usitatissimum,non-crop,Linum usitatissimum,"Flax, Linseed (wild)",Species,Linaceae,Linum,Linum usitatissimum
species:liriodendron-tulipifera,species:liriodendron-tulipifera,non-crop,Liriodendron tulipifera,"Tulip Poplar, Yellow Poplar, Tuliptree, Tulip Magnolia",Species,Magnoliaceae,Liriodendron,Liriodendron tulipifera
species:listera-australis,species:listera-australis,non-crop,Listera australis,Southern Twayblade,Species,Orchidaceae,Listera,Listera australis
species:lithophragma-parviflorum,species:lithophragma-parviflorum,non-crop,Lithophragma parviflorum,Smallflower Woodland-star,Species,Saxifragaceae,Lithophragma,Lithophragma parviflorum
species:lithospermum-canescens,species:lithospermum-canescens,non-crop,Lithospermum canescens,"Hoary Puccoon, Orange Puccoon, Indian Paint",Species,Boraginaceae,Lithospermum,Lithospermum canescens
species:lithospermum-latifolium,species:lithospermum-latifolium,non-crop,Lithospermum latifolium,"American Gromwell, American Stoneseed",Species,Boraginaceae,Lithospermum,Lithospermum latifolium
species:lithospermum-ruderale,species:lithospermum-ruderale,non-crop,Lithospermum ruderale,"Western Stoneseed, Columbia Puccoon, Yellow Puccoon",Species,Boraginaceae,Lithospermum,Lithospermum ruderale
species:lithospermum-tuberosum,species:lithospermum-tuberosum,non-crop,Lithospermum tuberosum,"Southern Stoneseed, Tuberous Stoneseed, Tuberous Gromwell",Species,Boraginaceae,Lithospermum,Lithospermum tuberosum
species:lobelia-cardinalis,species:lobelia-cardinalis,non-crop,Lobelia cardinalis,"Cardinal Flower, Scarlet Lobelia",Species,Campanulaceae,Lobelia,Lobelia cardinalis
species:lobelia-gattingeri,species:lobelia-gattingeri,non-crop,Lobelia gattingeri,Gattinger's Lobelia,Species,Campanulaceae,Lobelia,Lobelia gattingeri
species:lobelia-inflata,species:lobelia-inflata,non-crop,Lobelia inflata,"Inflated Lobelia, Indian Tobacco",Species,Campanulaceae,Lobelia,Lobelia inflata
species:lobelia-kalmii,species:lobelia-kalmii,non-crop,Lobelia kalmii,"Ontario Lobelia, Brook Lobelia, Bog Lobelia, Kalm's Lobelia",Species,Campanulaceae,Lobelia,Lobelia kalmii
species:lobelia-puberula,species:lobelia-puberula,non-crop,Lobelia puberula,Downy Lobelia,Species,Campanulaceae,Lobelia,Lobelia puberula
species:lobelia-siphilitica,species:lobelia-siphilitica,non-crop,Lobelia siphilitica,"Great Blue Lobelia, Blue Cardinal Flower",Species,Campanulaceae,Lobelia,Lobelia siphilitica
species:lobelia-spicata,species:lobelia-spicata,non-crop,Lobelia spicata,"Palespike Lobelia, Pale Spiked Lobelia",Species,Campanulaceae,Lobelia,Lobelia spicata
species:lonicera-flava,species:lonicera-flava,non-crop,Lonicera flava,"Yellow Honeysuckle, Pale Yellow Honeysuckle",Species,Caprifoliaceae,Lonicera,Lonicera flava
species:lonicera-fragrantissima,species:lonicera-fragrantissima,non-crop,Lonicera fragrantissima,"Sweet Breath of Spring, Fragrant Honeysuckle, Winter Honeysuckle, January Jasmine",Species,Caprifoliaceae,Lonicera,Lonicera fragrantissima
species:lonicera-japonica,species:lonicera-japonica,non-crop,Lonicera japonica,Japanese Honeysuckle,Species,Caprifoliaceae,Lonicera,Lonicera japonica
species:lonicera-sempervirens,species:lonicera-sempervirens,non-crop,Lonicera sempervirens,Trumpet Honeysuckle,Species,Caprifoliaceae,Lonicera,Lonicera sempervirens
species:lonicera-utahensis,species:lonicera-utahensis,non-crop,Lonicera utahensis,"Utah Honeysuckle, Red Twinberry, and Fly Honeysuckle",Species,Caprifoliaceae,Lonicera,Lonicera utahensis
species:lotus-corniculatus,species:lotus-corniculatus,non-crop,Lotus corniculatus,"Bird's Foot Trefoil, Birdfoot Deervetch, Bloomfell, Cat's Clover, Crowtoes, Ground Honeysuckle",Species,Fabaceae,Lotus,Lotus corniculatus
species:ludwigia-alternifolia,species:ludwigia-alternifolia,non-crop,Ludwigia alternifolia,"Seedbox, Smooth Seedbox, Bushy Seedbox, Rattle-box, Square-pod Water-primrose",Species,Onagraceae,Ludwigia,Ludwigia alternifolia
species:ludwigia-decurrens,species:ludwigia-decurrens,non-crop,Ludwigia decurrens,"Wingleaf Primrose-willow, Wingstem Water Primrose, Willow Primrose, Upright Primrose-willow",Species,Onagraceae,Ludwigia,Ludwigia decurrens
species:ludwigia-peploides,species:ludwigia-peploides,non-crop,Ludwigia peploides,"Creeping Water Primrose, Floating Primrose-Willow, Water-primrose",Species,Onagraceae,Ludwigia,Ludwigia peploides
species:lupinus-argenteus,species:lupinus-argenteus,non-crop,Lupinus argenteus,"Silvery Lupine, Silver Stem Lupine",Species,Fabaceae,Lupinus,Lupinus argenteus
species:lychnis-chalcedonica,species:lychnis-chalcedonica,non-crop,Lychnis chalcedonica,"Maltese Cross, Flower of Bristol, Jerusalem Cross, Nonesuch",Species,Caryophyllaceae,Lychnis,Lychnis chalcedonica
species:lychnis-coronaria,species:lychnis-coronaria,non-crop,Lychnis coronaria,Rose Campion,Species,Caryophyllaceae,Lychnis,Lychnis coronaria
species:lycium-carolinianum,species:lycium-carolinianum,non-crop,Lycium carolinianum,"Christmasberry, Carolina Wolfberry, Carolina Desert-thorn, Creeping Wolfberry",Species,Solanaceae,Lycium,Lycium carolinianum
species:lycopus-uniflorus,species:lycopus-uniflorus,non-crop,Lycopus uniflorus,"Northern Bugleweed, Northern Water Horehound",Species,Lamiaceae,Lycopus,Lycopus uniflorus
species:lysimachia-quadrifolia,species:lysimachia-quadrifolia,non-crop,Lysimachia quadrifolia,Whorled Loosestrife,Species,Primulaceae,Lysimachia,Lysimachia quadrifolia
species:lysimachia-tonsa,species:lysimachia-tonsa,non-crop,Lysimachia tonsa,"Appalachian Loosestrife, Southern Yellow Loosestrife, Southern Loosestrife",Species,Primulaceae,Lysimachia,Lysimachia tonsa
species:lythrum-salicaria,species:lythrum-salicaria,non-crop,Lythrum salicaria,"Purple Loosestrife, Rosy Strife, Kill Weed",Species,Lythraceae,Lythrum,Lythrum salicaria
species:mahonia-repens,species:mahonia-repens,non-crop,Mahonia repens,"Creeping Oregon Grape, Creeping Barberry",Species,Berberidaceae,Mahonia,Mahonia repens
species:maianthemum-racemosum,species:maianthemum-racemosum,non-crop,Maianthemum racemosum,"False Solomon's Seal, Feathery False Lily of the Valley, Solomon's Plume",Species,Asparagaceae,Maianthemum,Maianthemum racemosum
species:maianthemum-stellatum,species:maianthemum-stellatum,non-crop,Maianthemum stellatum,"Starry False Solomon's Seal, Starry False Lily of the Valley, Starflower False Solomon's Seal Star-flowered Solomon's Plume",Species,Asparagaceae,Maianthemum,Maianthemum stellatum
species:malaxis-unifolia,species:malaxis-unifolia,non-crop,Malaxis unifolia,Green Adder's Mouth,Species,Orchidaceae,Malaxis,Malaxis unifolia
species:matricaria-discoidea,species:matricaria-discoidea,non-crop,Matricaria discoidea,"Pineapple Weed, Wild Chamomile, Rayless Chamomile, Disc Mayweed",Species,Asteraceae,Matricaria,Matricaria discoidea
species:mazus-pumilus,species:mazus-pumilus,non-crop,Mazus pumilus,Japanese Mazus,Species,Mazaceae,Mazus,Mazus pumilus
species:medeola-virginiana,species:medeola-virginiana,non-crop,Medeola virginiana,Indian Cucumber Root,Species,Liliaceae,Medeola,Medeola virginiana
species:medicago-lupulina,species:medicago-lupulina,non-crop,Medicago lupulina,"Black Medic, Black Hay, Hop Clover, Hop Medic, Yellow Trefoil",Species,Fabaceae,Medicago,Medicago lupulina
species:melampodium-leucanthum,species:melampodium-leucanthum,non-crop,Melampodium leucanthum,"Blackfoot Daisy, Rock Daisy, Plains Blackfoot, Arnica",Species,Asteraceae,Melampodium,Melampodium leucanthum
species:melampyrum-lineare,species:melampyrum-lineare,non-crop,Melampyrum lineare,"Cow Wheat, Narrowleaf Cow-Wheat, Appalachian Cow-Wheat",Species,Orobanchaceae,Melampyrum,Melampyrum lineare
species:melilotus-albus,species:melilotus-albus,non-crop,Melilotus albus,"White Sweetclover, White Melilot, Honey-Clover, Bokhara Clover",Species,Fabaceae,Melilotus,Melilotus albus
species:melilotus-officinalis,species:melilotus-officinalis,non-crop,Melilotus officinalis,"Yellow Sweetclover, Yellow Melilot, Common Melilot, Field Melilot, Cornilla Real, White Sweetclover",Species,Fabaceae,Melilotus,Melilotus officinalis
species:melothria-pendula,species:melothria-pendula,non-crop,Melothria pendula,"Creeping Cucumber, Guadeloupe Cucumber, Squirting Cucumber",Species,Cucurbitaceae,Melothria,Melothria pendula
species:mentzelia-albicaulis,species:mentzelia-albicaulis,non-crop,Mentzelia albicaulis,Whitestem Blazingstar,Species,Loasaceae,Mentzelia,Mentzelia albicaulis
species:mentzelia-involucrata,species:mentzelia-involucrata,non-crop,Mentzelia involucrata,Sand Blazingstar,Species,Loasaceae,Mentzelia,Mentzelia involucrata
species:mentzelia-laevicaulis,species:mentzelia-laevicaulis,non-crop,Mentzelia laevicaulis,Giant Blazingstar,Species,Loasaceae,Mentzelia,Mentzelia laevicaulis
species:mentzelia-multiflora,species:mentzelia-multiflora,non-crop,Mentzelia multiflora,Adonis Blazingstar,Species,Loasaceae,Mentzelia,Mentzelia multiflora
species:mentzelia-nuda,species:mentzelia-nuda,non-crop,Mentzelia nuda,Bractless Blazingstar,Species,Loasaceae,Mentzelia,Mentzelia nuda
species:mertensia-virginica,species:mertensia-virginica,non-crop,Mertensia virginica,Virginia Bluebells,Species,Boraginaceae,Mertensia,Mertensia virginica
species:micranthes-micranthidifolia,species:micranthes-micranthidifolia,non-crop,Micranthes micranthidifolia,"Brook Lettuce, Mountain Lettuce, Branch Lettuce, Lettuceleaf Saxifrage, Deer Tongue",Species,Saxifragaceae,Micranthes,Micranthes micranthidifolia
species:micranthes-petiolaris,species:micranthes-petiolaris,non-crop,Micranthes petiolaris,"Michaux's Saxifrage, Mountain Saxifrage",Species,Saxifragaceae,Micranthes,Micranthes petiolaris
species:micranthes-virginiensis,species:micranthes-virginiensis,non-crop,Micranthes virginiensis,"Early Saxifrage, Virginia Saxifrage, Everlasting, Lungwort, Sweet Wilson",Species,Saxifragaceae,Micranthes,Micranthes virginiensis
species:mikania-scandens,species:mikania-scandens,non-crop,Mikania scandens,"Climbing Hempweed, Climbing Boneset",Species,Asteraceae,Mikania,Mikania scandens
species:mimosa-microphylla,species:mimosa-microphylla,non-crop,Mimosa microphylla,"Sensitive Briar, Littleleaf Sensitive-briar",Species,Fabaceae,Mimosa,Mimosa microphylla
species:mimosa-pudica,species:mimosa-pudica,non-crop,Mimosa pudica,"Sensitive Plant, Touch-Me-Not, Shameplant",Species,Fabaceae,Mimosa,Mimosa pudica
species:mimulus-alatus,species:mimulus-alatus,non-crop,Mimulus alatus,"Sharpwing Monkey Flower, Winged Monkeyflower",Species,Phrymaceae,Mimulus,Mimulus alatus
species:mimulus-guttatus,species:mimulus-guttatus,non-crop,Mimulus guttatus,"Yellow Monkeyflower, Common Monkeyflower, Seep Monkeyflower",Species,Phrymaceae,Mimulus,Mimulus guttatus
species:mimulus-nanus,species:mimulus-nanus,non-crop,Mimulus nanus,"Dwarf Purple Mimulus, Dwarf Purple Monkeyflower",Species,Phrymaceae,Mimulus,Mimulus nanus
species:minuartia-patula,species:minuartia-patula,non-crop,Minuartia patula,"Lime Barren Sandwort, Glade Sandwort, Pitcher's Stitchwort",Species,Caryophyllaceae,Minuartia,Minuartia patula
species:mirabilis-jalapa,species:mirabilis-jalapa,non-crop,Mirabilis jalapa,Wishbone Bush Four O'Clock,Species,Nyctaginaceae,Mirabilis,Mirabilis jalapa
species:mirabilis-laevis,species:mirabilis-laevis,non-crop,Mirabilis laevis,Broad-Leaved Four O'Clock,Species,Nyctaginaceae,Mirabilis,Mirabilis laevis
species:mitchella-repens,species:mitchella-repens,non-crop,Mitchella repens,"Partridgeberry, Partridge Berry, Sqaw Vine, Eyeberry",Species,Rubiaceae,Mitchella,Mitchella repens
species:mitella-diphylla,species:mitella-diphylla,non-crop,Mitella diphylla,"Miterwort, Bishop's Cap",Species,Saxifragaceae,Mitella,Mitella diphylla
species:mitella-stauropetala,species:mitella-stauropetala,non-crop,Mitella stauropetala,"Smallflower Miterwort, Side-flowered miterwort",Species,Saxifragaceae,Mitella,Mitella stauropetala
species:monarda-clinopodia,species:monarda-clinopodia,non-crop,Monarda clinopodia,"White Bergamot, Basil Bee Balm",Species,Lamiaceae,Monarda,Monarda clinopodia
species:monarda-didyma,species:monarda-didyma,non-crop,Monarda didyma,"Crimson Bee Balm, Scarlet Bergamot, Scarlet Beebalm, Oswego Tea",Species,Lamiaceae,Monarda,Monarda didyma
species:monarda-fistulosa,species:monarda-fistulosa,non-crop,Monarda fistulosa,Wild Bergamot,Species,Lamiaceae,Monarda,Monarda fistulosa
species:monotropa-uniflora,species:monotropa-uniflora,non-crop,Monotropa uniflora,"Indian Pipe, Ghost Flower, Ghost Plant",Species,Ericaceae,Monotropa,Monotropa uniflora
